Cuenta,Nombre_Cuenta,Ano,Mes,Tiempo,Semestre,Trimestre,Activa,Reactiva,Relacion,Cumple,Cumple_bin,Pago,Temperatura,Vacaciones,Excedente
357154485,Central_5,2024,2,26,1,1,1140,40,0.03508771929824561,Sí,1,1210310,30.1744252873562,0,0
357154485,Central_5,2024,3,27,1,1,1260,60,0.047619047619047616,Sí,1,1319310,30.6373655913979,0,0
357154485,Central_5,2024,4,28,1,2,1360,80,0.058823529411764705,Sí,1,1447060,29.3636458333333,0,0
357154485,Central_5,2024,5,29,1,2,1020,60,0.058823529411764705,Sí,1,1038610,28.5051411290322,0,0
357154485,Central_5,2024,6,30,1,2,860,20,0.023255813953488372,Sí,1,860730,28.4969791666667,1,0
357154485,Central_5,2024,7,31,2,3,740,100,0.13513513513513514,Sí,1,790140,29.0219791666667,1,0
357154485,Central_5,2024,8,32,2,3,1420,240,0.16901408450704225,Sí,1,1572250,29.9840389784946,0,0
357154485,Central_5,2024,9,33,2,3,1640,240,0.14634146341463414,Sí,1,1824150,31.5828663793105,0,0
357154485,Central_5,2024,10,34,2,4,1380,60,0.043478260869565216,Sí,1,1479310,29.8887768817204,0,0
357154485,Central_5,2024,11,35,2,4,1380,80,0.057971014492753624,Sí,1,1462890,27.575,0,0
357154485,Central_5,2024,12,36,2,4,340,0,0,Sí,1,360950,27.8675067204301,1,0
357154485,Central_5,2025,1,37,1,1,40,0,0,Sí,1,44310,28.4809475806451,1,0
357154485,Central_5,2025,2,38,1,1,900,80,0.08888888888888889,Sí,1,998120,28.0261904761904,0,0
357154485,Central_5,2025,3,39,1,1,1180,120,0.1016949152542373,Sí,1,1230780,27.3907930107528,0,0
357154485,Central_5,2025,4,40,1,2,1100,80,0.07272727272727272,Sí,1,1190150,27.6582175925927,0,0
357154485,Central_5,2025,5,41,1,2,1520,120,0.07894736842105263,Sí,1,1673420,27.4926523297491,0,0
357154485,Central_5,2025,6,42,1,2,600,20,0.03333333333333333,Sí,1,667240,27.6680555555555,1,0
357154485,Central_5,2025,7,43,2,3,420,0,0,Sí,1,416580,28.7328853046594,1,0
357154485,Central_5,2025,8,44,2,3,960,120,0.125,Sí,1,1036260,28.9784050179211,0,0
847747377,Central_3,2023,6,1,1,2,983,891,0.9064089521871821,No,0,1067600,28.9079861111111,1,414.245
847747377,Central_3,2023,8,2,2,3,1657,3300,1.991550995775498,No,0,2866030,30.53625672043,0,2496.355
847747377,Central_3,2023,10,3,2,4,323,521,1.6130030959752322,No,0,501670,30.6813508064518,0,364.345
847747377,Central_3,2023,11,4,2,4,2317,4099,1.76909797151489,No,0,3906630,28.8109027777778,0,2975.255
847747377,Central_3,2023,12,5,2,4,5280,3300,0.625,No,0,7126210,28.8266465053764,1,739.2000000000003
847747377,Central_3,2024,1,6,1,1,4620,3300,0.7142857142857143,No,0,6534370,30.0812900641025,1,1059.3000000000002
847747377,Central_3,2024,2,7,1,1,20460,3960,0.1935483870967742,Sí,1,26795180,30.1744252873562,0,0
847747377,Central_3,2024,3,8,1,1,21120,3960,0.1875,Sí,1,27565060,30.6373655913979,0,0
847747377,Central_3,2024,4,9,1,2,19800,4620,0.23333333333333334,Sí,1,26028270,29.3636458333333,0,0
847747377,Central_3,2024,5,10,1,2,21780,4620,0.21212121212121213,Sí,1,29131920,28.5051411290322,0,0
847747377,Central_3,2024,6,11,1,2,7920,2640,0.3333333333333333,Sí,1,10616630,28.4969791666667,1,0
847747377,Central_3,2024,7,12,2,3,4620,3300,0.7142857142857143,No,0,6491160,29.0219791666667,1,1059.3000000000002
847747377,Central_3,2024,8,13,2,3,19800,3960,0.2,Sí,1,27119220,29.9840389784946,0,0
847747377,Central_3,2024,9,14,2,3,27720,4620,0.16666666666666666,Sí,1,38117940,31.5828663793105,0,0
847747377,Central_3,2024,11,15,2,4,31020,3960,0.1276595744680851,Sí,1,40687880,27.575,0,0
847747377,Central_3,2024,12,16,2,4,9240,2640,0.2857142857142857,Sí,1,12475910,27.8675067204301,1,0
847747377,Central_3,2025,1,17,1,1,5940,2640,0.4444444444444444,Sí,1,8069930,28.4809475806451,1,0
847747377,Central_3,2025,2,18,1,1,21780,3300,0.15151515151515152,Sí,1,29907470,28.0261904761904,0,0
847747377,Central_3,2025,3,19,1,1,24420,3960,0.16216216216216217,Sí,1,31629560,27.3907930107528,0,0
847747377,Central_3,2025,4,20,1,2,19140,3300,0.1724137931034483,Sí,1,25658810,27.6582175925927,0,0
847747377,Central_3,2025,5,21,1,2,34980,3960,0.11320754716981132,Sí,1,47667360,27.4926523297491,0,0
847747377,Central_3,2025,6,22,1,2,19140,1980,0.10344827586206896,Sí,1,26347570,27.6680555555555,1,0
847747377,Central_3,2025,7,23,2,3,14520,1980,0.13636363636363635,Sí,1,20775810,28.7328853046594,1,0
847747377,Central_3,2025,8,24,2,3,37620,4620,0.12280701754385964,Sí,1,50232270,28.9784050179211,0,0
